symbol,datetime,open,high,low,close,volume
TCS,2026-01-01 09:52:00,3210,3212.9,3209.1,3212.7,4198
TCS,2026-01-01 09:53:00,3212.7,3213.5,3211.4,3211.4,2178
TCS,2026-01-01 09:54:00,3211.4,3213,3210.3,3213,2264
TCS,2026-01-01 09:55:00,3213,3214.1,3212.4,3214.1,5780
TCS,2026-01-01 09:56:00,3214.4,3216,3213.4,3214.9,2878
TCS,2026-01-01 09:57:00,3214.5,3215,3213.1,3214,639
TCS,2026-01-01 09:58:00,3214.9,3214.9,3212.5,3212.5,1730
TCS,2026-01-01 09:59:00,3212.6,3214,3212.5,3214,2915
TCS,2026-01-01 10:00:00,3214,3215.3,3213.1,3215.3,2200
TCS,2026-01-01 10:01:00,3216,3217.8,3214.5,3215.8,7322
TCS,2026-01-01 10:02:00,3215.5,3216,3214.1,3216,1361
TCS,2026-01-01 10:03:00,3216,3217,3210,3210.3,12785
TCS,2026-01-01 10:04:00,3210,3214.2,3209.8,3213.8,50492
TCS,2026-01-01 10:05:00,3212.5,3213.8,3212.3,3213.5,1419
TCS,2026-01-01 10:06:00,3213.6,3214.2,3212,3213.5,4623
TCS,2026-01-01 10:07:00,3213.5,3213.9,3211.8,3213.1,1977
TCS,2026-01-01 10:08:00,3213.1,3213.3,3211.6,3213,486
TCS,2026-01-01 10:09:00,3213,3213,3210,3210,7721
TCS,2026-01-01 10:10:00,3209,3210.5,3209,3210.5,3127
TCS,2026-01-01 10:11:00,3210.5,3210.5,3209,3210,754
TCS,2026-01-01 10:12:00,3209,3210.6,3209,3210,3202
TCS,2026-01-01 10:13:00,3210,3210.4,3208.7,3209.9,500
TCS,2026-01-01 10:14:00,3210,3210,3208.6,3210,578
TCS,2026-01-01 10:15:00,3210.4,3210.8,3209.3,3210.5,972
TCS,2026-01-01 10:16:00,3210,3210.7,3209.1,3210,1001
TCS,2026-01-01 10:17:00,3209.1,3210.4,3209,3209.9,476
TCS,2026-01-01 10:18:00,3209.9,3209.9,3209.4,3209.4,401
TCS,2026-01-01 10:19:00,3209.4,3209.7,3208.3,3209.1,1297
TCS,2026-01-01 10:20:00,3209.2,3210,3208.5,3210,870
TCS,2026-01-01 10:21:00,3210,3210,3208.3,3208.9,746
TCS,2026-01-01 10:22:00,3208.4,3210.4,3208.4,3209.7,1615
TCS,2026-01-01 10:23:00,3209.7,3210,3208.4,3210,724
TCS,2026-01-01 10:24:00,3210,3211.7,3209.4,3210.9,356
TCS,2026-01-01 10:25:00,3210.9,3212,3210.9,3212,653
TCS,2026-01-01 10:26:00,3212,3212.1,3211,3211.6,458
TCS,2026-01-01 10:27:00,3212,3212.3,3211.4,3212.1,692
TCS,2026-01-01 10:28:00,3211.5,3212.3,3211.5,3212.3,974
TCS,2026-01-01 10:29:00,3212.3,3213.3,3211.8,3212,2362
TCS,2026-01-01 10:30:00,3212,3213.4,3211.1,3211.1,5305
TCS,2026-01-01 10:31:00,3212.4,3212.4,3208.9,3210,6855
TCS,2026-01-01 10:32:00,3210,3213.3,3210,3211.1,3204
TCS,2026-01-01 10:33:00,3211.1,3212.2,3210.6,3211.7,342
TCS,2026-01-01 10:34:00,3212,3212.7,3210.9,3212.1,448
TCS,2026-01-01 10:35:00,3211,3212.3,3211,3211.2,521
TCS,2026-01-01 10:36:00,3211.4,3212.3,3211.2,3211.2,427
TCS,2026-01-01 10:37:00,3212.1,3212.4,3211.4,3212.4,582
TCS,2026-01-01 10:38:00,3211.6,3212.3,3211.6,3211.6,371
TCS,2026-01-01 10:39:00,3212.2,3213.3,3211.6,3213.3,886
TCS,2026-01-01 10:40:00,3212.6,3214,3211.8,3212.8,28454
TCS,2026-01-01 10:41:00,3212.7,3213.2,3211.8,3211.9,5273
TCS,2026-01-01 10:42:00,3212.6,3213.3,3211.6,3212.8,2445
TCS,2026-01-01 10:43:00,3212,3214.6,3211.9,3214.6,1806
TCS,2026-01-01 10:44:00,3215.2,3217,3215.1,3216.7,3672
TCS,2026-01-01 10:45:00,3216.6,3216.9,3215.2,3216.6,495
TCS,2026-01-01 10:46:00,3216.6,3219.7,3216.2,3219.1,5222
TCS,2026-01-01 10:47:00,3218.2,3218.9,3216.5,3218.5,1161
TCS,2026-01-01 10:48:00,3218.6,3218.9,3217,3218.2,1430
TCS,2026-01-01 10:49:00,3218,3219.9,3218,3219.4,1640
TCS,2026-01-01 10:50:00,3219.4,3220,3219,3219.9,2467
TCS,2026-01-01 10:51:00,3220,3220,3219.7,3219.9,757
TCS,2026-01-01 10:52:00,3219.9,3220,3218.3,3218.3,2722
TCS,2026-01-01 10:53:00,3219.5,3219.8,3218.5,3219.5,313
TCS,2026-01-01 10:54:00,3218.5,3219.4,3218.5,3219,585
TCS,2026-01-01 10:55:00,3218,3219.4,3217.6,3219.4,1000
TCS,2026-01-01 10:56:00,3219,3220,3217.9,3220,1147
TCS,2026-01-01 10:57:00,3221.9,3222.5,3220,3221,5329
TCS,2026-01-01 10:58:00,3222.6,3222.6,3221,3221,2392
TCS,2026-01-01 10:59:00,3222.2,3222.2,3221,3222,674
TCS,2026-01-01 11:00:00,3222,3222.9,3221.3,3222.9,679
TCS,2026-01-01 11:01:00,3222,3222.1,3221,3221,571
TCS,2026-01-01 11:02:00,3221.3,3222.3,3221.1,3222,807
TCS,2026-01-01 11:03:00,3222,3222.4,3221,3221.5,494
TCS,2026-01-01 11:04:00,3221.9,3222.3,3220,3221.1,4889
TCS,2026-01-01 11:05:00,3221.1,3223,3220,3222,1772
TCS,2026-01-01 11:06:00,3221.7,3222,3220.5,3221.9,1644
TCS,2026-01-01 11:07:00,3221.8,3221.8,3221,3221.8,452
TCS,2026-01-01 11:08:00,3221.8,3222,3221.7,3221.7,455
TCS,2026-01-01 11:09:00,3221.7,3221.7,3221,3221.5,552
TCS,2026-01-01 11:10:00,3221.5,3221.5,3220.4,3220.4,5258
TCS,2026-01-01 11:11:00,3220.3,3220.5,3219.8,3220.5,3157
TCS,2026-01-01 11:12:00,3220.5,3221.5,3220,3221.5,1885
TCS,2026-01-01 11:13:00,3221.5,3221.5,3220,3220.8,3118
TCS,2026-01-01 11:14:00,3220.1,3221.2,3220.1,3221,3817
TCS,2026-01-01 11:15:00,3220.7,3221.2,3220,3220.7,16580
TCS,2026-01-01 11:16:00,3220,3220,3218.3,3220,1332
TCS,2026-01-01 11:17:00,3220,3220,3218,3218,1460
TCS,2026-01-01 11:18:00,3218,3221.2,3218,3221.2,8762
TCS,2026-01-01 11:19:00,3221.1,3221.2,3220,3221.1,454
TCS,2026-01-01 11:20:00,3221.1,3221.3,3220,3221,1923
TCS,2026-01-01 11:21:00,3221,3221.2,3220,3221.2,149
TCS,2026-01-01 11:22:00,3221.2,3221.5,3220,3220.1,2620
TCS,2026-01-01 11:23:00,3220.2,3221.4,3219.7,3219.7,11252
TCS,2026-01-01 11:24:00,3220.9,3220.9,3219,3220.9,326
TCS,2026-01-01 11:25:00,3220.8,3221,3219.6,3221,594
TCS,2026-01-01 11:26:00,3221,3221,3219.7,3220,1785
TCS,2026-01-01 11:27:00,3220,3221,3219.6,3220,2494
TCS,2026-01-01 11:28:00,3220.3,3221.7,3219.8,3219.8,8094
TCS,2026-01-01 11:29:00,3219.8,3220.5,3219.8,3220.3,1901
TCS,2026-01-01 11:30:00,3220.3,3220.8,3219.8,3220.5,1466
TCS,2026-01-01 11:31:00,3220.5,3221.7,3220,3221.7,7153
TCS,2026-01-01 11:32:00,3221.9,3225.9,3221.9,3224.3,8477
TCS,2026-01-01 11:33:00,3223.3,3224.7,3221.2,3222.6,1665
TCS,2026-01-01 11:34:00,3221.1,3224.1,3221.1,3223.7,5708
TCS,2026-01-01 11:35:00,3223.7,3223.9,3222,3222,1176
TCS,2026-01-01 11:36:00,3222.5,3222.6,3222,3222,118
TCS,2026-01-01 11:37:00,3222,3224.3,3221.9,3224.3,580
TCS,2026-01-01 11:38:00,3224,3224.9,3223.5,3224.6,832
TCS,2026-01-01 11:39:00,3224.9,3224.9,3223.3,3223.3,1177
TCS,2026-01-01 11:40:00,3224.3,3224.5,3223.3,3223.3,1103
TCS,2026-01-01 11:41:00,3224.4,3224.4,3223.3,3223.8,1036
TCS,2026-01-01 11:42:00,3223.8,3224,3223.3,3224,501
TCS,2026-01-01 11:43:00,3224,3224.3,3223,3224,2120
TCS,2026-01-01 11:44:00,3224.1,3224.1,3223,3223.8,1978
TCS,2026-01-01 11:45:00,3223.7,3224.8,3223,3224.5,3267
TCS,2026-01-01 11:46:00,3224.1,3225,3224,3225,1629
TCS,2026-01-01 11:47:00,3223.7,3224.5,3223.2,3223.2,1814
TCS,2026-01-01 11:48:00,3223.9,3224,3223,3223.9,1274
TCS,2026-01-01 11:49:00,3223.9,3223.9,3222,3222.3,2401
TCS,2026-01-01 11:50:00,3221,3222.4,3221,3222.3,1077
TCS,2026-01-01 11:51:00,3222.3,3223.9,3221.5,3223,1392
TCS,2026-01-01 11:52:00,3223.8,3224.8,3223,3224,1134
TCS,2026-01-01 11:53:00,3223,3224.9,3223,3224.9,1066
TCS,2026-01-01 11:54:00,3224.9,3226,3223.7,3225.6,2169
TCS,2026-01-01 11:55:00,3225.4,3226,3224.5,3224.7,749
TCS,2026-01-01 11:56:00,3225.8,3226.9,3225,3225,4397
TCS,2026-01-01 11:57:00,3226.1,3226.2,3224.3,3225.7,2279
TCS,2026-01-01 11:58:00,3225.9,3226,3224.3,3226,439
TCS,2026-01-01 11:59:00,3226,3226,3224.8,3225.9,238
TCS,2026-01-01 12:00:00,3225.9,3225.9,3224.7,3225.5,567
TCS,2026-01-01 12:01:00,3226.5,3226.5,3224.7,3225,6557
TCS,2026-01-01 12:02:00,3226.2,3226.7,3224.7,3226.2,2330
TCS,2026-01-01 12:03:00,3226.2,3226.6,3224.6,3225.2,617
TCS,2026-01-01 12:04:00,3225.2,3225.9,3225,3225.9,1211
TCS,2026-01-01 12:05:00,3225,3225.9,3225,3225.7,732
TCS,2026-01-01 12:06:00,3225.7,3226.3,3224.7,3224.9,663
TCS,2026-01-01 12:07:00,3225,3226,3224.5,3225.4,904
TCS,2026-01-01 12:08:00,3225.5,3225.5,3224.3,3224.7,192
TCS,2026-01-01 12:09:00,3224.7,3225.5,3224.3,3224.9,669
TCS,2026-01-01 12:10:00,3224.4,3225.4,3224.4,3225.4,904
TCS,2026-01-01 12:11:00,3225,3225.9,3224.4,3225.9,1141
TCS,2026-01-01 12:12:00,3226,3226,3225.1,3225.1,1706
TCS,2026-01-01 12:13:00,3225.9,3226,3225.5,3225.8,226
TCS,2026-01-01 12:14:00,3225.1,3225.5,3224.5,3224.8,5065
TCS,2026-01-01 12:15:00,3224.8,3225.1,3224.5,3225,1656
TCS,2026-01-01 12:16:00,3225,3225,3222.8,3222.8,6406
TCS,2026-01-01 12:17:00,3224,3225,3222.9,3223.6,4203
TCS,2026-01-01 12:18:00,3224.9,3224.9,3223.1,3224,433
TCS,2026-01-01 12:19:00,3224.5,3224.9,3223.5,3224.9,1045
TCS,2026-01-01 12:20:00,3224.5,3224.9,3224.4,3224.4,1649
TCS,2026-01-01 12:21:00,3224,3224.3,3223,3223.9,324
TCS,2026-01-01 12:22:00,3223,3224,3222.7,3223.5,499
TCS,2026-01-01 12:23:00,3223.5,3223.5,3222.8,3223.5,238
TCS,2026-01-01 12:24:00,3223.5,3226,3222.1,3226,5175
TCS,2026-01-01 12:25:00,3225.1,3226.1,3225,3226.1,2286
TCS,2026-01-01 12:26:00,3225.9,3226.5,3225.6,3226.5,351
TCS,2026-01-01 12:27:00,3226.5,3231.8,3226,3227.3,13394
TCS,2026-01-01 12:28:00,3227.9,3229.7,3227.4,3229.1,886
TCS,2026-01-01 12:29:00,3229.1,3229.5,3226.1,3226.8,1424
TCS,2026-01-01 12:30:00,3228.1,3228.1,3226.5,3227.7,863
TCS,2026-01-01 12:31:00,3227.3,3228,3227,3228,432
TCS,2026-01-01 12:32:00,3228.1,3228.9,3227.6,3228.9,556
TCS,2026-01-01 12:33:00,3228.8,3229,3228,3228.5,243
TCS,2026-01-01 12:34:00,3228,3228.5,3228,3228.4,700
TCS,2026-01-01 12:35:00,3228.5,3228.8,3228,3228.8,1198
TCS,2026-01-01 12:36:00,3228.5,3228.9,3228,3228.9,1046
TCS,2026-01-01 12:37:00,3228.9,3228.9,3228,3228.6,6143
TCS,2026-01-01 12:38:00,3228,3228.8,3225.9,3225.9,5815
TCS,2026-01-01 12:39:00,3226,3226,3225,3225.2,2089
TCS,2026-01-01 12:40:00,3225.4,3227.9,3225.2,3226,6785
TCS,2026-01-01 12:41:00,3226.1,3227.2,3225.5,3225.7,961
TCS,2026-01-01 12:42:00,3225.6,3227,3225.6,3227,3006
TCS,2026-01-01 12:43:00,3226.2,3227.2,3225.9,3227.2,1273
TCS,2026-01-01 12:44:00,3227,3227.3,3225.6,3225.7,1054
TCS,2026-01-01 12:45:00,3225.7,3227.8,3225.6,3227.8,2026
TCS,2026-01-01 12:46:00,3227.7,3227.9,3225.8,3226.8,3245
TCS,2026-01-01 12:47:00,3227,3227.8,3226.1,3227.8,8014
TCS,2026-01-01 12:48:00,3227.8,3228.4,3226.8,3228,2540
TCS,2026-01-01 12:49:00,3228,3228.6,3226.6,3228,2122
TCS,2026-01-01 12:50:00,3228,3228,3226.3,3228,351
TCS,2026-01-01 12:51:00,3228,3228.6,3226.4,3226.5,10221
TCS,2026-01-01 12:52:00,3227.8,3228.4,3226.4,3227.2,1334
TCS,2026-01-01 12:53:00,3227.2,3227.6,3226.3,3227,629
TCS,2026-01-01 12:54:00,3227.3,3228,3226.3,3226.4,473
TCS,2026-01-01 12:55:00,3226.4,3227.8,3226.3,3227.2,393
TCS,2026-01-01 12:56:00,3227.2,3227.3,3226.3,3227.3,1631
TCS,2026-01-01 12:57:00,3227.3,3227.7,3226.4,3227.7,797
TCS,2026-01-01 12:58:00,3227.7,3228,3226.8,3227.4,4566
TCS,2026-01-01 12:59:00,3227.5,3228,3226.7,3227.4,3056
TCS,2026-01-01 13:00:00,3227.5,3229.6,3227,3229.5,2278
TCS,2026-01-01 13:01:00,3229.4,3229.5,3228.4,3229.5,428
TCS,2026-01-01 13:02:00,3228.3,3229.4,3228.3,3229.2,372
TCS,2026-01-01 13:03:00,3229,3229.3,3228.3,3229.2,318
TCS,2026-01-01 13:04:00,3229,3229,3228,3228.7,599
TCS,2026-01-01 13:05:00,3228.7,3229.9,3228.5,3229.9,2314
TCS,2026-01-01 13:06:00,3229.9,3230,3229.6,3230,326
TCS,2026-01-01 13:07:00,3229.9,3229.9,3228.3,3229,1312
TCS,2026-01-01 13:08:00,3229,3229,3228.3,3228.7,256
TCS,2026-01-01 13:09:00,3228.6,3229.6,3227.4,3228.5,874
TCS,2026-01-01 13:10:00,3228.5,3228.8,3227.5,3227.8,136
TCS,2026-01-01 13:11:00,3228.9,3228.9,3227.6,3228.7,362
TCS,2026-01-01 13:12:00,3228.7,3228.7,3227.2,3227.4,79
TCS,2026-01-01 13:13:00,3227.2,3228,3227.2,3228,244
TCS,2026-01-01 13:14:00,3227.9,3228,3227,3227.9,1095
TCS,2026-01-01 13:15:00,3227.9,3228,3227,3227.9,65
TCS,2026-01-01 13:16:00,3227.9,3229.9,3227.1,3229.8,4029
TCS,2026-01-01 13:17:00,3229.7,3229.8,3229,3229.7,482
TCS,2026-01-01 13:18:00,3229.7,3230,3229,3230,685
TCS,2026-01-01 13:19:00,3230,3231.2,3229.8,3231,6256
TCS,2026-01-01 13:20:00,3231,3231,3229,3229.1,481
TCS,2026-01-01 13:21:00,3229.1,3229.1,3228.1,3229,782
TCS,2026-01-01 13:22:00,3228.7,3228.7,3227,3227.9,554
TCS,2026-01-01 13:23:00,3227,3227.6,3227,3227,958
TCS,2026-01-01 13:24:00,3226.5,3226.9,3222.3,3224,8845
TCS,2026-01-01 13:25:00,3222.8,3225.9,3222.8,3225.7,4070
TCS,2026-01-01 13:26:00,3225,3226.2,3225,3226.1,306
TCS,2026-01-01 13:27:00,3226.1,3226.1,3225,3226,370
TCS,2026-01-01 13:28:00,3226,3227.4,3225.8,3227,1113
TCS,2026-01-01 13:29:00,3227,3228,3226,3228,3103
TCS,2026-01-01 13:30:00,3228,3229.1,3227,3229.1,1360
TCS,2026-01-01 13:31:00,3229.3,3229.6,3226,3226,3645
TCS,2026-01-01 13:32:00,3226,3226.9,3225,3226.9,1789
TCS,2026-01-01 13:33:00,3226.7,3226.7,3225.1,3225.7,2116
TCS,2026-01-01 13:34:00,3225.7,3226.1,3225,3225.7,260
TCS,2026-01-01 13:35:00,3226,3226.4,3225.8,3225.8,240
TCS,2026-01-01 13:36:00,3225.8,3226,3225.2,3225.3,333
TCS,2026-01-01 13:37:00,3226,3226.4,3225.2,3226.2,453
TCS,2026-01-01 13:38:00,3222.8,3223.1,3222,3222,7139
TCS,2026-01-01 13:39:00,3222.8,3223,3221.5,3221.5,495
TCS,2026-01-01 13:40:00,3222.4,3222.5,3220.6,3220.6,1234
TCS,2026-01-01 13:41:00,3220.6,3220.7,3220,3220,1721
TCS,2026-01-01 13:42:00,3220.1,3220.7,3220,3220.7,352
TCS,2026-01-01 13:43:00,3220.7,3220.7,3219.7,3220,2186
TCS,2026-01-01 13:44:00,3219.9,3220,3219.1,3219.3,521
TCS,2026-01-01 13:45:00,3219.5,3220,3218.8,3219.9,2257
TCS,2026-01-01 13:46:00,3219.3,3220,3219.1,3220,422
TCS,2026-01-01 13:47:00,3219.2,3220,3219,3220,850
TCS,2026-01-01 13:48:00,3220,3220,3219.1,3219.8,714
TCS,2026-01-01 13:49:00,3219.8,3219.8,3219.2,3219.6,207
TCS,2026-01-01 13:50:00,3219.1,3220,3219.1,3220,763
TCS,2026-01-01 13:51:00,3219.9,3220,3219.2,3220,900
TCS,2026-01-01 13:52:00,3219.3,3220.9,3219.1,3220.8,7726
TCS,2026-01-01 13:53:00,3219.7,3221.3,3219.2,3219.7,2979
TCS,2026-01-01 13:54:00,3219.7,3220.2,3219.2,3220,629
TCS,2026-01-01 13:55:00,3220,3220.1,3219,3219.7,605
TCS,2026-01-01 13:56:00,3219,3220.9,3219,3220,4542
TCS,2026-01-01 13:57:00,3220.5,3221.5,3220.1,3221,3192
TCS,2026-01-01 13:58:00,3221.7,3222.3,3220,3221,5716
TCS,2026-01-01 13:59:00,3221,3222.6,3221,3222.6,6474
TCS,2026-01-01 14:00:00,3225,3225,3223.1,3224.6,2464
TCS,2026-01-01 14:01:00,3223.5,3224.7,3223.5,3224.2,1056
TCS,2026-01-01 14:02:00,3224.2,3224.7,3224,3224.7,468
TCS,2026-01-01 14:03:00,3224,3225,3223.7,3224.9,406
TCS,2026-01-01 14:04:00,3224.9,3227.9,3224.9,3227,2450
TCS,2026-01-01 14:05:00,3227,3227.5,3227,3227.5,2403
TCS,2026-01-01 14:06:00,3227.5,3228.7,3227.5,3228.7,1070
TCS,2026-01-01 14:07:00,3228.7,3228.7,3227,3227.3,3846
TCS,2026-01-01 14:08:00,3228.2,3228.8,3227,3227,1489
TCS,2026-01-01 14:09:00,3227,3227,3225.5,3226.5,427
TCS,2026-01-01 14:10:00,3226.5,3226.5,3225,3226.4,1250
TCS,2026-01-01 14:11:00,3226.4,3226.5,3225.1,3226.2,770
TCS,2026-01-01 14:12:00,3226.2,3226.2,3225,3225.8,175
TCS,2026-01-01 14:13:00,3225.8,3227,3225.2,3226.3,981
TCS,2026-01-01 14:14:00,3227,3227.5,3226,3227,244
TCS,2026-01-01 14:15:00,3227,3227,3224.9,3225.3,488
TCS,2026-01-01 14:16:00,3225,3226,3224.4,3226,554
TCS,2026-01-01 14:17:00,3226,3226,3225.3,3226,100
TCS,2026-01-01 14:18:00,3226,3226.9,3225.4,3226.6,758
TCS,2026-01-01 14:19:00,3226.6,3226.7,3225.2,3226.7,68
TCS,2026-01-01 14:20:00,3225.6,3226.8,3225,3226,894
TCS,2026-01-01 14:21:00,3226,3226,3225,3225.9,547
TCS,2026-01-01 14:22:00,3225,3227.9,3225,3225.6,6188
TCS,2026-01-01 14:23:00,3226.4,3227.6,3225.7,3226.2,8145
TCS,2026-01-01 14:24:00,3225.6,3227.6,3225.6,3227.2,1144
TCS,2026-01-01 14:25:00,3227.5,3227.5,3225.8,3227.2,405
TCS,2026-01-01 14:26:00,3227.2,3227.6,3225.8,3227.1,638
TCS,2026-01-01 14:27:00,3227,3227.7,3227,3227.6,542
TCS,2026-01-01 14:28:00,3227,3227.8,3227,3227,655
TCS,2026-01-01 14:29:00,3227.4,3228,3227,3228,1005
TCS,2026-01-01 14:30:00,3227.4,3227.8,3226.2,3227.8,197
TCS,2026-01-01 14:31:00,3227,3227.8,3226.4,3227.3,284
TCS,2026-01-01 14:32:00,3227.5,3227.8,3227,3227,393
TCS,2026-01-01 14:33:00,3227.5,3227.5,3227,3227.5,1126
TCS,2026-01-01 14:34:00,3227.5,3227.8,3227.3,3227.8,483
TCS,2026-01-01 14:35:00,3227.8,3227.9,3227,3227.3,534
TCS,2026-01-01 14:36:00,3227.3,3227.9,3227,3227.8,374
TCS,2026-01-01 14:37:00,3227.8,3229.9,3227,3229.2,7978
TCS,2026-01-01 14:38:00,3229.9,3230.1,3229,3230,4172
TCS,2026-01-01 14:39:00,3230.1,3230.1,3230,3230.1,1515
TCS,2026-01-01 14:40:00,3230,3230.9,3230,3230.9,1437
TCS,2026-01-01 14:41:00,3230.9,3234.1,3230.9,3233,9565
TCS,2026-01-01 14:42:00,3233.7,3233.7,3231.6,3232.4,1360
TCS,2026-01-01 14:43:00,3232.5,3232.5,3231.1,3231.5,1454
TCS,2026-01-01 14:44:00,3231.7,3232,3231.1,3231.5,480
TCS,2026-01-01 14:45:00,3231.5,3231.5,3231.2,3231.5,2443
TCS,2026-01-01 14:46:00,3231.4,3232.9,3230.1,3231.9,2785
TCS,2026-01-01 14:47:00,3231.9,3232.6,3230.6,3230.9,1458
TCS,2026-01-01 14:48:00,3230.3,3232,3230,3231.5,1213
TCS,2026-01-01 14:49:00,3231,3232,3230.6,3230.8,857
TCS,2026-01-01 14:50:00,3230.8,3231.7,3230,3231.5,1352
TCS,2026-01-01 14:51:00,3231.5,3232,3231.5,3232,985
TCS,2026-01-01 14:52:00,3232,3232,3231.3,3232,355
TCS,2026-01-01 14:53:00,3231.6,3231.9,3230.4,3231.4,290
TCS,2026-01-01 14:54:00,3230.6,3231.4,3229.5,3230.8,3015
TCS,2026-01-01 14:55:00,3230.6,3233.1,3229.9,3232.8,3844
TCS,2026-01-01 14:56:00,3232.5,3232.7,3230.5,3231,1105
TCS,2026-01-01 14:57:00,3230.5,3230.9,3230,3230.4,309
TCS,2026-01-01 14:58:00,3230.5,3231.6,3229.7,3231.6,1076
TCS,2026-01-01 14:59:00,3230.4,3231.3,3230.4,3231.3,267
TCS,2026-01-01 15:00:00,3231,3231.5,3229.8,3229.8,1363
TCS,2026-01-01 15:01:00,3231.2,3231.5,3231.2,3231.3,431
TCS,2026-01-01 15:02:00,3231.3,3231.3,3229,3229.1,741
TCS,2026-01-01 15:03:00,3229.1,3229.1,3226.5,3226.6,7176
TCS,2026-01-01 15:04:00,3226.6,3230.9,3226.6,3230.9,5550
TCS,2026-01-01 15:05:00,3231,3231.3,3229.4,3231.3,12769
TCS,2026-01-01 15:06:00,3231.5,3231.6,3230.4,3231.6,15395
TCS,2026-01-01 15:07:00,3231.7,3232,3231,3231.4,15503
TCS,2026-01-01 15:08:00,3231.4,3233.2,3231.4,3233.2,19457
TCS,2026-01-01 15:09:00,3233.1,3233.5,3229.2,3231.3,22488
TCS,2026-01-01 15:10:00,3231.6,3231.6,3228,3228.1,1508
TCS,2026-01-01 15:11:00,3228.1,3229,3227,3228,13083
TCS,2026-01-01 15:12:00,3228.9,3229.6,3227,3227,12585
TCS,2026-01-01 15:13:00,3227,3227,3226.3,3226.9,4924
TCS,2026-01-01 15:14:00,3225.5,3226,3225,3225.8,5677
TCS,2026-01-01 15:15:00,3226,3227,3225,3225.3,11571
TCS,2026-01-01 15:16:00,3225.1,3227,3225,3227,13825
TCS,2026-01-01 15:17:00,3227,3227,3222.2,3222.2,17182
TCS,2026-01-01 15:18:00,3223.6,3223.8,3222,3223.7,29920
TCS,2026-01-01 15:19:00,3223.8,3226.9,3223.8,3226.4,9670
TCS,2026-01-01 15:20:00,3226.4,3226.8,3223.6,3224.4,4208
TCS,2026-01-01 15:21:00,3224.4,3225.1,3223.5,3225,3828
TCS,2026-01-01 15:22:00,3225,3225.1,3223,3223,5159
TCS,2026-01-01 15:23:00,3223,3224.2,3222.4,3224,5111
TCS,2026-01-01 15:24:00,3223,3223.9,3222,3222.9,3179
TCS,2026-01-01 15:25:00,3222.6,3223.8,3221.6,3222.2,6065
TCS,2026-01-01 15:26:00,3222.9,3224.3,3222.6,3224.2,4080
TCS,2026-01-01 15:27:00,3223.9,3224.9,3223,3224,1966
TCS,2026-01-01 15:28:00,3223.9,3223.9,3222.8,3222.8,2779
TCS,2026-01-01 15:29:00,3225,3225,3222,3225,1883
TCS,2026-01-02 09:15:00,3234,3236.5,3222.8,3227.2,23332
TCS,2026-01-02 09:16:00,3226.2,3228.8,3225.8,3226.5,4953
TCS,2026-01-02 09:17:00,3226.6,3230.4,3226.4,3230,4652
TCS,2026-01-02 09:18:00,3229.9,3230,3228.4,3228.4,4265
TCS,2026-01-02 09:19:00,3228.5,3228.5,3227.3,3228.5,2161
TCS,2026-01-02 09:20:00,3228,3228,3226.1,3226.1,2998
TCS,2026-01-02 09:21:00,3226.5,3227.4,3224,3224.5,4203
TCS,2026-01-02 09:22:00,3224,3225,3219.5,3220.5,7974
TCS,2026-01-02 09:23:00,3220.1,3223.9,3219.5,3223.9,3787
TCS,2026-01-02 09:24:00,3223.9,3228,3223.5,3225,4198
TCS,2026-01-02 09:25:00,3225,3227.4,3223.8,3227.4,2468
TCS,2026-01-02 09:26:00,3226.3,3229.9,3226.2,3229.1,1858
TCS,2026-01-02 09:27:00,3229.1,3230,3228,3228.4,3664
TCS,2026-01-02 09:28:00,3228.8,3229.5,3228.2,3229,2289
TCS,2026-01-02 09:29:00,3228.2,3229.5,3228,3228.5,2199
TCS,2026-01-02 09:30:00,3229.5,3229.5,3227.8,3228,7624
TCS,2026-01-02 09:31:00,3227.5,3227.7,3226,3226.4,1555
TCS,2026-01-02 09:32:00,3226.4,3227.5,3226.2,3226.7,1253
TCS,2026-01-02 09:33:00,3227,3227,3226,3226,1948
TCS,2026-01-02 09:34:00,3226.1,3226.1,3224.6,3225.6,1673
TCS,2026-01-02 09:35:00,3226,3227,3225.3,3226.1,1120
TCS,2026-01-02 09:36:00,3226.1,3228.5,3225.4,3227.1,1276
TCS,2026-01-02 09:37:00,3227.9,3230,3226,3228.8,13004
TCS,2026-01-02 09:38:00,3228.8,3231.6,3228.1,3231.5,20267
TCS,2026-01-02 09:39:00,3230.9,3233.8,3230.6,3232.1,2969
TCS,2026-01-02 09:40:00,3232.1,3233,3231.3,3232.5,1483
TCS,2026-01-02 09:41:00,3232.4,3235.9,3232.4,3235.5,9358
TCS,2026-01-02 09:42:00,3235.8,3236.3,3234.7,3236.3,2439
TCS,2026-01-02 09:43:00,3236.3,3236.3,3235.2,3236,2448
TCS,2026-01-02 09:44:00,3234.9,3236.4,3234.9,3236.3,3022
TCS,2026-01-02 09:45:00,3236.9,3239,3236,3236.8,7408
TCS,2026-01-02 09:46:00,3236.5,3238.5,3236,3236,2219
TCS,2026-01-02 09:47:00,3237,3238,3236,3238,1499
TCS,2026-01-02 09:48:00,3238.7,3239.5,3238.1,3239,2390
TCS,2026-01-02 09:49:00,3238.5,3239,3238,3238,1100
TCS,2026-01-02 09:50:00,3238,3240,3238,3238.8,5983
TCS,2026-01-02 09:51:00,3238.5,3238.8,3237,3237.4,3072
